iso_code,vaccine,year,coverage
AFG,DTP3,1981,0.03
AFG,DTP3,1980,0.04
AFG,DTP3,1982,0.05
AFG,DTP3,1983,0.05
AFG,DTP3,1986,0.11
AFG,DTP3,1994,0.12
AFG,DTP3,1985,0.15
AFG,DTP3,1984,0.16
AFG,DTP3,1993,0.18
AFG,DTP3,1995,0.2
AFG,DTP3,1992,0.21
AFG,DTP3,1991,0.23
AFG,DTP3,2000,0.24
AFG,DTP3,1987,0.25
AFG,DTP3,1990,0.25
AFG,DTP3,1998,0.27
AFG,DTP3,1999,0.27
AFG,DTP3,1997,0.28
AFG,DTP3,1996,0.31
AFG,DTP3,1989,0.33
AFG,DTP3,2001,0.33
AFG,DTP3,1988,0.35
AFG,DTP3,2002,0.36
AFG,DTP3,2003,0.41
AFG,DTP3,2004,0.5
AFG,DTP3,2005,0.58
AFG,DTP3,2006,0.58
AFG,DTP3,2014,0.62
AFG,DTP3,2007,0.63
AFG,DTP3,2009,0.63
AFG,DTP3,2008,0.64
AFG,DTP3,2013,0.64
AFG,DTP3,2015,0.65
AFG,DTP3,2010,0.66
AFG,DTP3,2016,0.66
AFG,DTP3,2017,0.66
AFG,DTP3,2018,0.66
AFG,DTP3,2019,0.66
AFG,DTP3,2012,0.67
AFG,DTP3,2020,0.67
AFG,DTP3,2011,0.68
AFG,DTP3,2021,0.68
AFG,DTP3,2022,0.69
AFG,DTP3,2023,0.7
AFG,DTP3,2024,0.71
AFG,DTP3,2025,0.72
AFG,DTP3,2026,0.73
AFG,DTP3,2027,0.74
AFG,DTP3,2028,0.75
AFG,DTP3,2029,0.76
AFG,DTP3,2030,0.77
AFG,DTP3,2031,0.78
AFG,DTP3,2032,0.79
AFG,DTP3,2033,0.8
AFG,DTP3,2034,0.81
AFG,DTP3,2035,0.82
AFG,DTP3,2036,0.83
AFG,DTP3,2037,0.84
AFG,DTP3,2038,0.85
AFG,DTP3,2039,0.86
AFG,DTP3,2040,0.87
AFG,DTP3,2041,0.88
AFG,DTP3,2042,0.89
AFG,DTP3,2043,0.9
AFG,DTP3,2044,0.9
AFG,DTP3,2045,0.9
AFG,DTP3,2046,0.9
AFG,DTP3,2047,0.9
AFG,DTP3,2048,0.9
AFG,DTP3,2049,0.9
AFG,DTP3,2050,0.9
AGO,DTP3,1983,0.06
AGO,DTP3,1984,0.08
AGO,DTP3,1985,0.08
AGO,DTP3,1986,0.1
AGO,DTP3,1987,0.1
AGO,DTP3,1988,0.12
AGO,DTP3,1989,0.18
AGO,DTP3,1992,0.21
AGO,DTP3,1999,0.21
AGO,DTP3,1990,0.24
AGO,DTP3,1995,0.24
AGO,DTP3,1991,0.26
AGO,DTP3,1994,0.27
AGO,DTP3,1996,0.28
AGO,DTP3,1993,0.3
AGO,DTP3,2000,0.31
AGO,DTP3,1997,0.41
AGO,DTP3,2001,0.42
AGO,DTP3,2006,0.44
AGO,DTP3,2003,0.46
AGO,DTP3,1998,0.47
AGO,DTP3,2002,0.47
AGO,DTP3,2004,0.47
AGO,DTP3,2005,0.47
AGO,DTP3,2007,0.48
AGO,DTP3,2008,0.49
AGO,DTP3,2009,0.5
AGO,DTP3,2010,0.51
AGO,DTP3,2011,0.52
AGO,DTP3,2012,0.53
AGO,DTP3,2013,0.54
AGO,DTP3,2014,0.55
AGO,DTP3,2017,0.56
AGO,DTP3,2019,0.57
AGO,DTP3,2020,0.58
AGO,DTP3,2015,0.59
AGO,DTP3,2016,0.59
AGO,DTP3,2021,0.59
AGO,DTP3,2022,0.6
AGO,DTP3,2023,0.61
AGO,DTP3,2024,0.62
AGO,DTP3,2018,0.63
AGO,DTP3,2025,0.63
AGO,DTP3,2026,0.64
AGO,DTP3,2027,0.65
AGO,DTP3,2028,0.66
AGO,DTP3,2029,0.67
AGO,DTP3,2030,0.68
AGO,DTP3,2031,0.69
AGO,DTP3,2032,0.7
AGO,DTP3,2033,0.71
AGO,DTP3,2034,0.72
AGO,DTP3,2035,0.73
AGO,DTP3,2036,0.74
AGO,DTP3,2037,0.75
AGO,DTP3,2038,0.76
AGO,DTP3,2039,0.77
AGO,DTP3,2040,0.78
AGO,DTP3,2041,0.79
AGO,DTP3,2042,0.8
AGO,DTP3,2043,0.81
AGO,DTP3,2044,0.82
AGO,DTP3,2045,0.83
AGO,DTP3,2046,0.84
AGO,DTP3,2047,0.85
AGO,DTP3,2048,0.86
AGO,DTP3,2049,0.87
AGO,DTP3,2050,0.88
AGO,DTP3,1980,null
AGO,DTP3,1981,null
AGO,DTP3,1982,null
ARM,DTP3,1998,0.82
ARM,DTP3,1992,0.85
ARM,DTP3,1993,0.85
ARM,DTP3,1994,0.86
ARM,DTP3,1996,0.86
ARM,DTP3,2006,0.87
ARM,DTP3,1997,0.88
ARM,DTP3,2007,0.88
ARM,DTP3,2008,0.89
ARM,DTP3,2005,0.9
ARM,DTP3,1999,0.91
ARM,DTP3,2004,0.91
ARM,DTP3,2018,0.92
ARM,DTP3,2019,0.92
ARM,DTP3,2020,0.92
ARM,DTP3,2021,0.92
ARM,DTP3,2022,0.92
ARM,DTP3,2023,0.92
ARM,DTP3,2024,0.92
ARM,DTP3,2025,0.92
ARM,DTP3,2026,0.92
ARM,DTP3,2027,0.92
ARM,DTP3,2028,0.92
ARM,DTP3,2029,0.92
ARM,DTP3,2030,0.92
ARM,DTP3,2031,0.92
ARM,DTP3,2032,0.92
ARM,DTP3,2033,0.92
ARM,DTP3,2034,0.92
ARM,DTP3,2035,0.92
ARM,DTP3,2036,0.92
ARM,DTP3,2037,0.92
ARM,DTP3,2038,0.92
ARM,DTP3,2039,0.92
ARM,DTP3,2040,0.92
ARM,DTP3,2041,0.92
ARM,DTP3,2042,0.92
ARM,DTP3,2043,0.92
ARM,DTP3,2044,0.92
ARM,DTP3,2045,0.92
ARM,DTP3,2046,0.92
ARM,DTP3,2047,0.92
ARM,DTP3,2048,0.92
ARM,DTP3,2049,0.92
ARM,DTP3,2050,0.92
ARM,DTP3,2000,0.93
ARM,DTP3,2009,0.93
ARM,DTP3,2014,0.93
ARM,DTP3,2001,0.94
ARM,DTP3,2002,0.94
ARM,DTP3,2003,0.94
ARM,DTP3,2010,0.94
ARM,DTP3,2015,0.94
ARM,DTP3,2016,0.94
ARM,DTP3,2017,0.94
ARM,DTP3,2011,0.95
ARM,DTP3,2012,0.95
ARM,DTP3,2013,0.95
ARM,DTP3,1995,0.98
ARM,DTP3,1980,null
ARM,DTP3,1981,null
ARM,DTP3,1982,null
ARM,DTP3,1983,null
ARM,DTP3,1984,null
ARM,DTP3,1985,null
ARM,DTP3,1986,null
ARM,DTP3,1987,null
ARM,DTP3,1988,null
ARM,DTP3,1989,null
ARM,DTP3,1990,null
ARM,DTP3,1991,null
AZE,DTP3,1992,0.58
AZE,DTP3,1993,0.66
AZE,DTP3,1994,0.69
AZE,DTP3,1997,0.7
AZE,DTP3,1998,0.73
AZE,DTP3,1995,0.74
AZE,DTP3,1996,0.74
AZE,DTP3,1999,0.75
AZE,DTP3,2005,0.75
AZE,DTP3,2000,0.76
AZE,DTP3,2002,0.76
AZE,DTP3,2001,0.77
AZE,DTP3,2003,0.77
AZE,DTP3,2004,0.77
AZE,DTP3,2006,0.78
AZE,DTP3,2007,0.79
AZE,DTP3,2008,0.81
AZE,DTP3,2009,0.81
AZE,DTP3,2010,0.81
AZE,DTP3,2011,0.87
AZE,DTP3,2012,0.89
AZE,DTP3,2013,0.93
AZE,DTP3,2014,0.94
AZE,DTP3,2019,0.94
AZE,DTP3,2020,0.94
AZE,DTP3,2021,0.94
AZE,DTP3,2022,0.94
AZE,DTP3,2023,0.94
AZE,DTP3,2024,0.94
AZE,DTP3,2025,0.94
AZE,DTP3,2026,0.94
AZE,DTP3,2027,0.94
AZE,DTP3,2028,0.94
AZE,DTP3,2029,0.94
AZE,DTP3,2030,0.94
AZE,DTP3,2031,0.94
AZE,DTP3,2032,0.94
AZE,DTP3,2033,0.94
AZE,DTP3,2034,0.94
AZE,DTP3,2035,0.94
AZE,DTP3,2036,0.94
AZE,DTP3,2037,0.94
AZE,DTP3,2038,0.94
AZE,DTP3,2039,0.94
AZE,DTP3,2040,0.94
AZE,DTP3,2041,0.94
AZE,DTP3,2042,0.94
AZE,DTP3,2043,0.94
AZE,DTP3,2044,0.94
AZE,DTP3,2045,0.94
AZE,DTP3,2046,0.94
AZE,DTP3,2047,0.94
AZE,DTP3,2048,0.94
AZE,DTP3,2049,0.94
AZE,DTP3,2050,0.94
AZE,DTP3,2017,0.95
AZE,DTP3,2018,0.95
AZE,DTP3,2015,0.96
AZE,DTP3,2016,0.97
AZE,DTP3,1980,null
AZE,DTP3,1981,null
AZE,DTP3,1982,null
AZE,DTP3,1983,null
AZE,DTP3,1984,null
AZE,DTP3,1985,null
AZE,DTP3,1986,null
AZE,DTP3,1987,null
AZE,DTP3,1988,null
AZE,DTP3,1989,null
AZE,DTP3,1990,null
AZE,DTP3,1991,null
BDI,DTP3,1984,0.26
BDI,DTP3,1982,0.33
BDI,DTP3,1981,0.36
BDI,DTP3,1985,0.36
BDI,DTP3,1983,0.44
BDI,DTP3,1994,0.48
BDI,DTP3,1988,0.51
BDI,DTP3,1986,0.55
BDI,DTP3,1993,0.63
BDI,DTP3,1998,0.65
BDI,DTP3,1987,0.68
BDI,DTP3,1995,0.73
BDI,DTP3,1996,0.73
BDI,DTP3,1997,0.74
BDI,DTP3,1999,0.79
BDI,DTP3,1992,0.8
BDI,DTP3,2000,0.8
BDI,DTP3,2001,0.81
BDI,DTP3,2002,0.81
BDI,DTP3,1989,0.82
BDI,DTP3,2003,0.82
BDI,DTP3,1991,0.83
BDI,DTP3,2004,0.83
BDI,DTP3,1990,0.86
BDI,DTP3,2005,0.87
BDI,DTP3,2018,0.9
BDI,DTP3,2017,0.91
BDI,DTP3,2006,0.92
BDI,DTP3,2008,0.92
BDI,DTP3,2019,0.93
BDI,DTP3,2020,0.93
BDI,DTP3,2021,0.93
BDI,DTP3,2022,0.93
BDI,DTP3,2023,0.93
BDI,DTP3,2024,0.93
BDI,DTP3,2025,0.93
BDI,DTP3,2026,0.93
BDI,DTP3,2027,0.93
BDI,DTP3,2028,0.93
BDI,DTP3,2029,0.93
BDI,DTP3,2030,0.93
BDI,DTP3,2031,0.93
BDI,DTP3,2032,0.93
BDI,DTP3,2033,0.93
BDI,DTP3,2034,0.93
BDI,DTP3,2035,0.93
BDI,DTP3,2036,0.93
BDI,DTP3,2037,0.93
BDI,DTP3,2038,0.93
BDI,DTP3,2039,0.93
BDI,DTP3,2040,0.93
BDI,DTP3,2041,0.93
BDI,DTP3,2042,0.93
BDI,DTP3,2043,0.93
BDI,DTP3,2044,0.93
BDI,DTP3,2045,0.93
BDI,DTP3,2046,0.93
BDI,DTP3,2047,0.93
BDI,DTP3,2048,0.93
BDI,DTP3,2049,0.93
BDI,DTP3,2050,0.93
BDI,DTP3,2009,0.94
BDI,DTP3,2015,0.94
BDI,DTP3,2016,0.94
BDI,DTP3,2014,0.95
BDI,DTP3,2010,0.96
BDI,DTP3,2011,0.96
BDI,DTP3,2012,0.96
BDI,DTP3,2013,0.96
BDI,DTP3,2007,0.99
BDI,DTP3,1980,null
BEN,DTP3,1985,0.17
BEN,DTP3,1986,0.17
BEN,DTP3,1987,0.25
BEN,DTP3,1988,0.3
BEN,DTP3,1989,0.48
BEN,DTP3,1996,0.66
BEN,DTP3,1997,0.66
BEN,DTP3,1995,0.67
BEN,DTP3,1991,0.69
BEN,DTP3,1998,0.7
BEN,DTP3,2005,0.7
BEN,DTP3,2004,0.72
BEN,DTP3,1992,0.73
BEN,DTP3,2003,0.73
BEN,DTP3,1990,0.74
BEN,DTP3,1999,0.74
BEN,DTP3,2006,0.74
BEN,DTP3,2014,0.74
BEN,DTP3,2015,0.74
BEN,DTP3,1993,0.75
BEN,DTP3,2002,0.75
BEN,DTP3,2008,0.75
BEN,DTP3,2011,0.75
BEN,DTP3,2001,0.76
BEN,DTP3,2010,0.76
BEN,DTP3,2016,0.76
BEN,DTP3,2017,0.76
BEN,DTP3,2018,0.76
BEN,DTP3,2019,0.76
BEN,DTP3,2013,0.77
BEN,DTP3,2020,0.77
BEN,DTP3,2000,0.78
BEN,DTP3,2021,0.78
BEN,DTP3,2009,0.79
BEN,DTP3,2022,0.79
BEN,DTP3,2012,0.8
BEN,DTP3,2023,0.8
BEN,DTP3,1994,0.81
BEN,DTP3,2024,0.81
BEN,DTP3,2007,0.82
BEN,DTP3,2025,0.82
BEN,DTP3,2026,0.83
BEN,DTP3,2027,0.84
BEN,DTP3,2028,0.85
BEN,DTP3,2029,0.86
BEN,DTP3,2030,0.87
BEN,DTP3,2031,0.88
BEN,DTP3,2032,0.89
BEN,DTP3,2033,0.9
BEN,DTP3,2034,0.9
BEN,DTP3,2035,0.9
BEN,DTP3,2036,0.9
BEN,DTP3,2037,0.9
BEN,DTP3,2038,0.9
BEN,DTP3,2039,0.9
BEN,DTP3,2040,0.9
BEN,DTP3,2041,0.9
BEN,DTP3,2042,0.9
BEN,DTP3,2043,0.9
BEN,DTP3,2044,0.9
BEN,DTP3,2045,0.9
BEN,DTP3,2046,0.9
BEN,DTP3,2047,0.9
BEN,DTP3,2048,0.9
BEN,DTP3,2049,0.9
BEN,DTP3,2050,0.9
BEN,DTP3,1980,null
BEN,DTP3,1981,null
BEN,DTP3,1982,null
BEN,DTP3,1983,null
BEN,DTP3,1984,null
BFA,DTP3,1985,0.09
BFA,DTP3,1998,0.15
BFA,DTP3,1999,0.15
BFA,DTP3,1986,0.19
BFA,DTP3,1987,0.23
BFA,DTP3,1988,0.34
BFA,DTP3,1995,0.34
BFA,DTP3,1994,0.36
BFA,DTP3,1996,0.37
BFA,DTP3,1992,0.39
BFA,DTP3,1993,0.39
BFA,DTP3,1997,0.39
BFA,DTP3,1989,0.44
BFA,DTP3,2000,0.45
BFA,DTP3,1991,0.53
BFA,DTP3,2001,0.62
BFA,DTP3,1990,0.66
BFA,DTP3,2002,0.69
BFA,DTP3,2003,0.79
BFA,DTP3,2004,0.79
BFA,DTP3,2005,0.82
BFA,DTP3,2006,0.86
BFA,DTP3,2013,0.88
BFA,DTP3,2007,0.89
BFA,DTP3,2012,0.9
BFA,DTP3,2010,0.91
BFA,DTP3,2011,0.91
BFA,DTP3,2014,0.91
BFA,DTP3,2015,0.91
BFA,DTP3,2016,0.91
BFA,DTP3,2017,0.91
BFA,DTP3,2018,0.91
BFA,DTP3,2019,0.91
BFA,DTP3,2020,0.91
BFA,DTP3,2021,0.91
BFA,DTP3,2022,0.91
BFA,DTP3,2023,0.91
BFA,DTP3,2024,0.91
BFA,DTP3,2025,0.91
BFA,DTP3,2026,0.91
BFA,DTP3,2027,0.91
BFA,DTP3,2028,0.91
BFA,DTP3,2029,0.91
BFA,DTP3,2030,0.91
BFA,DTP3,2031,0.91
BFA,DTP3,2032,0.91
BFA,DTP3,2033,0.91
BFA,DTP3,2034,0.91
BFA,DTP3,2035,0.91
BFA,DTP3,2036,0.91
BFA,DTP3,2037,0.91
BFA,DTP3,2038,0.91
BFA,DTP3,2039,0.91
BFA,DTP3,2040,0.91
BFA,DTP3,2041,0.91
BFA,DTP3,2042,0.91
BFA,DTP3,2043,0.91
BFA,DTP3,2044,0.91
BFA,DTP3,2045,0.91
BFA,DTP3,2046,0.91
BFA,DTP3,2047,0.91
BFA,DTP3,2048,0.91
BFA,DTP3,2049,0.91
BFA,DTP3,2050,0.91
BFA,DTP3,2009,0.92
BFA,DTP3,2008,0.93
BFA,DTP3,1980,null
BFA,DTP3,1981,null
BFA,DTP3,1982,null
BFA,DTP3,1983,null
BFA,DTP3,1984,null
BGD,DTP3,1981,0.01
BGD,DTP3,1982,0.01
BGD,DTP3,1983,0.01
BGD,DTP3,1984,0.01
BGD,DTP3,1985,0.02
BGD,DTP3,1986,0.04
BGD,DTP3,1987,0.09
BGD,DTP3,1988,0.16
BGD,DTP3,1989,0.49
BGD,DTP3,1992,0.66
BGD,DTP3,1990,0.69
BGD,DTP3,1995,0.69
BGD,DTP3,1991,0.74
BGD,DTP3,1993,0.74
BGD,DTP3,1996,0.77
BGD,DTP3,1998,0.77
BGD,DTP3,1997,0.78
BGD,DTP3,1999,0.8
BGD,DTP3,2000,0.82
BGD,DTP3,2002,0.83
BGD,DTP3,1994,0.84
BGD,DTP3,2001,0.85
BGD,DTP3,2003,0.87
BGD,DTP3,2005,0.93
BGD,DTP3,2006,0.94
BGD,DTP3,2007,0.94
BGD,DTP3,2010,0.94
BGD,DTP3,2012,0.94
BGD,DTP3,2008,0.96
BGD,DTP3,2011,0.96
BGD,DTP3,2013,0.96
BGD,DTP3,2009,0.97
BGD,DTP3,2014,0.97
BGD,DTP3,2015,0.98
BGD,DTP3,2016,0.98
BGD,DTP3,2017,0.98
BGD,DTP3,2018,0.98
BGD,DTP3,2019,0.98
BGD,DTP3,2020,0.98
BGD,DTP3,2021,0.98
BGD,DTP3,2022,0.98
BGD,DTP3,2023,0.98
BGD,DTP3,2024,0.98
BGD,DTP3,2025,0.98
BGD,DTP3,2026,0.98
BGD,DTP3,2027,0.98
BGD,DTP3,2028,0.98
BGD,DTP3,2029,0.98
BGD,DTP3,2030,0.98
BGD,DTP3,2031,0.98
BGD,DTP3,2032,0.98
BGD,DTP3,2033,0.98
BGD,DTP3,2034,0.98
BGD,DTP3,2035,0.98
BGD,DTP3,2036,0.98
BGD,DTP3,2037,0.98
BGD,DTP3,2038,0.98
BGD,DTP3,2039,0.98
BGD,DTP3,2040,0.98
BGD,DTP3,2041,0.98
BGD,DTP3,2042,0.98
BGD,DTP3,2043,0.98
BGD,DTP3,2044,0.98
BGD,DTP3,2045,0.98
BGD,DTP3,2046,0.98
BGD,DTP3,2047,0.98
BGD,DTP3,2048,0.98
BGD,DTP3,2049,0.98
BGD,DTP3,2050,0.98
BGD,DTP3,2004,0.99
BGD,DTP3,1980,null
BOL,DTP3,1984,0.06
BOL,DTP3,1983,0.1
BOL,DTP3,1980,0.11
BOL,DTP3,1982,0.12
BOL,DTP3,1981,0.13
BOL,DTP3,1988,0.28
BOL,DTP3,1985,0.33
BOL,DTP3,1987,0.35
BOL,DTP3,1990,0.41
BOL,DTP3,1986,0.42
BOL,DTP3,1991,0.43
BOL,DTP3,1992,0.45
BOL,DTP3,1989,0.52
BOL,DTP3,1993,0.52
BOL,DTP3,1994,0.58
BOL,DTP3,1997,0.58
BOL,DTP3,1996,0.61
BOL,DTP3,1998,0.61
BOL,DTP3,1995,0.64
BOL,DTP3,2001,0.71
BOL,DTP3,2000,0.75
BOL,DTP3,2019,0.75
BOL,DTP3,2020,0.76
BOL,DTP3,1999,0.77
BOL,DTP3,2002,0.77
BOL,DTP3,2021,0.77
BOL,DTP3,2022,0.78
BOL,DTP3,2023,0.79
BOL,DTP3,2024,0.8
BOL,DTP3,2025,0.81
BOL,DTP3,2026,0.82
BOL,DTP3,2006,0.83
BOL,DTP3,2018,0.83
BOL,DTP3,2027,0.83
BOL,DTP3,2004,0.84
BOL,DTP3,2007,0.84
BOL,DTP3,2017,0.84
BOL,DTP3,2028,0.84
BOL,DTP3,2005,0.85
BOL,DTP3,2014,0.85
BOL,DTP3,2029,0.85
BOL,DTP3,2030,0.86
BOL,DTP3,2013,0.87
BOL,DTP3,2016,0.87
BOL,DTP3,2031,0.87
BOL,DTP3,2003,0.88
BOL,DTP3,2008,0.88
BOL,DTP3,2032,0.88
BOL,DTP3,2015,0.89
BOL,DTP3,2033,0.89
BOL,DTP3,2034,0.9
BOL,DTP3,2035,0.9
BOL,DTP3,2036,0.9
BOL,DTP3,2037,0.9
BOL,DTP3,2038,0.9
BOL,DTP3,2039,0.9
BOL,DTP3,2040,0.9
BOL,DTP3,2041,0.9
BOL,DTP3,2042,0.9
BOL,DTP3,2043,0.9
BOL,DTP3,2044,0.9
BOL,DTP3,2045,0.9
BOL,DTP3,2046,0.9
BOL,DTP3,2047,0.9
BOL,DTP3,2048,0.9
BOL,DTP3,2049,0.9
BOL,DTP3,2050,0.9
BOL,DTP3,2010,0.91
BOL,DTP3,2009,0.93
BOL,DTP3,2012,0.93
BOL,DTP3,2011,0.95
BTN,DTP3,1980,0.06
BTN,DTP3,1981,0.13
BTN,DTP3,1982,0.15
BTN,DTP3,1983,0.16
BTN,DTP3,1984,0.28
BTN,DTP3,1985,0.41
BTN,DTP3,1986,0.53
BTN,DTP3,1987,0.63
BTN,DTP3,1988,0.7
BTN,DTP3,1989,0.76
BTN,DTP3,1993,0.79
BTN,DTP3,1992,0.86
BTN,DTP3,1994,0.86
BTN,DTP3,1998,0.86
BTN,DTP3,2002,0.86
BTN,DTP3,1995,0.87
BTN,DTP3,1996,0.87
BTN,DTP3,1997,0.87
BTN,DTP3,2001,0.88
BTN,DTP3,2004,0.89
BTN,DTP3,1999,0.9
BTN,DTP3,1991,0.91
BTN,DTP3,2010,0.91
BTN,DTP3,2000,0.92
BTN,DTP3,2009,0.93
BTN,DTP3,2003,0.95
BTN,DTP3,2005,0.95
BTN,DTP3,2006,0.95
BTN,DTP3,2007,0.95
BTN,DTP3,2011,0.95
BTN,DTP3,1990,0.96
BTN,DTP3,2008,0.96
BTN,DTP3,2012,0.97
BTN,DTP3,2013,0.97
BTN,DTP3,2018,0.97
BTN,DTP3,2019,0.97
BTN,DTP3,2020,0.97
BTN,DTP3,2021,0.97
BTN,DTP3,2022,0.97
BTN,DTP3,2023,0.97
BTN,DTP3,2024,0.97
BTN,DTP3,2025,0.97
BTN,DTP3,2026,0.97
BTN,DTP3,2027,0.97
BTN,DTP3,2028,0.97
BTN,DTP3,2029,0.97
BTN,DTP3,2030,0.97
BTN,DTP3,2031,0.97
BTN,DTP3,2032,0.97
BTN,DTP3,2033,0.97
BTN,DTP3,2034,0.97
BTN,DTP3,2035,0.97
BTN,DTP3,2036,0.97
BTN,DTP3,2037,0.97
BTN,DTP3,2038,0.97
BTN,DTP3,2039,0.97
BTN,DTP3,2040,0.97
BTN,DTP3,2041,0.97
BTN,DTP3,2042,0.97
BTN,DTP3,2043,0.97
BTN,DTP3,2044,0.97
BTN,DTP3,2045,0.97
BTN,DTP3,2046,0.97
BTN,DTP3,2047,0.97
BTN,DTP3,2048,0.97
BTN,DTP3,2049,0.97
BTN,DTP3,2050,0.97
BTN,DTP3,2016,0.98
BTN,DTP3,2017,0.98
BTN,DTP3,2014,0.99
BTN,DTP3,2015,0.99
CAF,DTP3,1981,0.11
CAF,DTP3,1980,0.13
CAF,DTP3,1982,0.14
CAF,DTP3,1983,0.16
CAF,DTP3,1984,0.17
CAF,DTP3,1986,0.19
CAF,DTP3,1985,0.2
CAF,DTP3,1987,0.22
CAF,DTP3,2013,0.23
CAF,DTP3,1999,0.33
CAF,DTP3,2000,0.37
CAF,DTP3,2001,0.4
CAF,DTP3,1988,0.42
CAF,DTP3,2009,0.42
CAF,DTP3,1997,0.43
CAF,DTP3,1998,0.43
CAF,DTP3,2002,0.44
CAF,DTP3,1992,0.45
CAF,DTP3,2008,0.45
CAF,DTP3,2010,0.45
CAF,DTP3,1993,0.47
CAF,DTP3,2003,0.47
CAF,DTP3,2011,0.47
CAF,DTP3,2012,0.47
CAF,DTP3,2014,0.47
CAF,DTP3,2015,0.47
CAF,DTP3,2016,0.47
CAF,DTP3,2017,0.47
CAF,DTP3,2018,0.47
CAF,DTP3,2019,0.47
CAF,DTP3,1994,0.48
CAF,DTP3,1996,0.48
CAF,DTP3,2007,0.48
CAF,DTP3,2020,0.48
CAF,DTP3,2021,0.49
CAF,DTP3,2022,0.5
CAF,DTP3,2004,0.51
CAF,DTP3,2006,0.51
CAF,DTP3,2023,0.51
CAF,DTP3,2024,0.52
CAF,DTP3,1995,0.53
CAF,DTP3,2025,0.53
CAF,DTP3,2005,0.54
CAF,DTP3,2026,0.54
CAF,DTP3,2027,0.55
CAF,DTP3,2028,0.56
CAF,DTP3,2029,0.57
CAF,DTP3,2030,0.58
CAF,DTP3,2031,0.59
CAF,DTP3,2032,0.6
CAF,DTP3,2033,0.61
CAF,DTP3,2034,0.62
CAF,DTP3,2035,0.63
CAF,DTP3,1989,0.64
CAF,DTP3,1991,0.64
CAF,DTP3,2036,0.64
CAF,DTP3,2037,0.65
CAF,DTP3,2038,0.66
CAF,DTP3,2039,0.67
CAF,DTP3,2040,0.68
CAF,DTP3,2041,0.69
CAF,DTP3,2042,0.7
CAF,DTP3,2043,0.71
CAF,DTP3,2044,0.72
CAF,DTP3,2045,0.73
CAF,DTP3,2046,0.74
CAF,DTP3,2047,0.75
CAF,DTP3,2048,0.76
CAF,DTP3,2049,0.77
CAF,DTP3,2050,0.78
CAF,DTP3,1990,0.82
CIV,DTP3,1984,0.19
CIV,DTP3,1985,0.25
CIV,DTP3,1986,0.3
CIV,DTP3,1987,0.31
CIV,DTP3,1988,0.31
CIV,DTP3,1991,0.39
CIV,DTP3,1989,0.42
CIV,DTP3,1992,0.49
CIV,DTP3,1993,0.5
CIV,DTP3,1994,0.5
CIV,DTP3,1995,0.52
CIV,DTP3,1990,0.54
CIV,DTP3,1996,0.55
CIV,DTP3,1997,0.58
CIV,DTP3,1998,0.58
CIV,DTP3,1999,0.58
CIV,DTP3,2003,0.61
CIV,DTP3,2011,0.61
CIV,DTP3,2002,0.64
CIV,DTP3,2000,0.65
CIV,DTP3,2001,0.66
CIV,DTP3,2004,0.67
CIV,DTP3,2014,0.73
CIV,DTP3,2008,0.74
CIV,DTP3,2013,0.75
CIV,DTP3,2005,0.76
CIV,DTP3,2007,0.76
CIV,DTP3,2006,0.77
CIV,DTP3,2010,0.78
CIV,DTP3,2015,0.79
CIV,DTP3,2009,0.81
CIV,DTP3,2012,0.82
CIV,DTP3,2017,0.83
CIV,DTP3,2019,0.84
CIV,DTP3,2020,0.85
CIV,DTP3,2018,0.86
CIV,DTP3,2021,0.86
CIV,DTP3,2016,0.87
CIV,DTP3,2022,0.87
CIV,DTP3,2023,0.88
CIV,DTP3,2024,0.89
CIV,DTP3,2025,0.9
CIV,DTP3,2026,0.9
CIV,DTP3,2027,0.9
CIV,DTP3,2028,0.9
CIV,DTP3,2029,0.9
CIV,DTP3,2030,0.9
CIV,DTP3,2031,0.9
CIV,DTP3,2032,0.9
CIV,DTP3,2033,0.9
CIV,DTP3,2034,0.9
CIV,DTP3,2035,0.9
CIV,DTP3,2036,0.9
CIV,DTP3,2037,0.9
CIV,DTP3,2038,0.9
CIV,DTP3,2039,0.9
CIV,DTP3,2040,0.9
CIV,DTP3,2041,0.9
CIV,DTP3,2042,0.9
CIV,DTP3,2043,0.9
CIV,DTP3,2044,0.9
CIV,DTP3,2045,0.9
CIV,DTP3,2046,0.9
CIV,DTP3,2047,0.9
CIV,DTP3,2048,0.9
CIV,DTP3,2049,0.9
CIV,DTP3,2050,0.9
CIV,DTP3,1980,null
CIV,DTP3,1981,null
CIV,DTP3,1982,null
CIV,DTP3,1983,null
CMR,DTP3,1981,0.05
CMR,DTP3,1982,0.15
CMR,DTP3,1983,0.25
CMR,DTP3,1984,0.27
CMR,DTP3,1985,0.33
CMR,DTP3,1992,0.37
CMR,DTP3,1993,0.37
CMR,DTP3,1994,0.38
CMR,DTP3,1986,0.39
CMR,DTP3,1991,0.42
CMR,DTP3,1987,0.44
CMR,DTP3,1995,0.46
CMR,DTP3,1996,0.46
CMR,DTP3,1990,0.48
CMR,DTP3,1997,0.48
CMR,DTP3,1988,0.5
CMR,DTP3,1989,0.56
CMR,DTP3,1998,0.56
CMR,DTP3,1999,0.59
CMR,DTP3,2000,0.62
CMR,DTP3,2001,0.63
CMR,DTP3,2002,0.66
CMR,DTP3,2018,0.67
CMR,DTP3,2019,0.67
CMR,DTP3,2020,0.68
CMR,DTP3,2021,0.69
CMR,DTP3,2022,0.7
